City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Current Situation
463,San Rafael Del Sur,11.8485,-86.4384,86.97,86,95,2.15,NI,overcast clouds
464,Ballitoville,-29.539,31.2144,68.14,68,0,16.11,ZA,clear sky
465,Bucsa,47.2,21.0,53.64,77,77,6.53,HU,broken clouds
466,Cravo Norte,6.3017,-70.2041,78.8,82,100,5.19,CO,moderate rain
467,Aksarka,66.5606,67.7975,24.39,96,100,12.39,RU,overcast clouds
468,Snihurivka,47.0758,32.8052,54.39,87,89,15.99,UA,overcast clouds
469,Opuwo,-18.0607,13.84,72.91,45,99,3.24,NA,overcast clouds
470,Mahajanga,-15.7167,46.3167,71.62,94,75,6.91,MG,thunderstorm with light rain
471,Yarada,17.65,83.2667,70.12,94,20,2.3,IN,mist
472,Samur,41.8253,48.486,50.86,83,91,4.56,RU,overcast clouds
473,Markapur,15.7333,79.2833,69.42,73,24,4.5,IN,few clouds
474,Bayaguana,18.7564,-69.6362,76.59,93,97,4.47,DO,overcast clouds
475,Teguise,29.0605,-13.564,70.02,83,20,6.91,ES,few clouds
476,Iquique,-20.2208,-70.1431,62.64,75,28,2.62,CL,scattered clouds
477,Kjopsvik,68.097,16.3742,30.07,89,100,9.37,NO,light snow
478,Lyndon,38.2567,-85.6016,66.02,57,0,8.05,US,clear sky
479,Halifax,44.6453,-63.5724,51.8,88,0,11.5,CA,clear sky
480,Lola,7.8,-8.5333,71.1,82,99,0.76,GN,overcast clouds
481,Pershotravneve,51.3929,28.8684,53.08,80,100,13.58,UA,overcast clouds
482,Gornyak,50.9942,81.4661,30.2,56,100,7.07,RU,overcast clouds
483,Bonavista,48.6499,-53.1147,47.79,71,49,23.17,CA,scattered clouds
484,Lagos,6.5833,3.75,80.92,92,37,2.68,NG,scattered clouds
485,Mikhaylovsk,45.1283,42.0256,37.62,87,0,8.99,RU,clear sky
486,Oranjestad,12.524,-70.027,84.15,81,40,13.8,AW,scattered clouds
487,Irece,-11.3042,-41.8558,79.5,51,98,13.85,BR,overcast clouds
488,Ust-Kulom,61.6864,53.6902,33.06,97,100,8.08,RU,overcast clouds
489,Finote Selam,10.7,37.2667,53.65,82,90,3.51,ET,overcast clouds
490,Toms River,39.9537,-74.1979,57.9,68,100,4.61,US,overcast clouds
491,Arlit,18.7369,7.3853,73.81,20,0,7.36,NE,clear sky
492,Dakar,14.6937,-17.4441,82.53,89,75,4.61,SN,broken clouds
493,Belyy Yar,53.6039,91.3903,22.86,82,40,0.0,RU,scattered clouds
494,Bage,-31.3314,-54.1069,74.98,78,0,3.44,BR,clear sky
495,Lima,-12.0432,-77.0282,59.25,77,100,6.91,PE,overcast clouds
496,Sistranda,63.7256,8.834,40.96,67,48,7.49,NO,scattered clouds
497,Matara,5.9485,80.5353,75.6,89,100,3.65,LK,overcast clouds
498,Sao Lourenco Do Sul,-31.3653,-51.9783,70.68,82,51,3.27,BR,broken clouds
499,Lucapa,-8.4192,20.7447,64.94,98,98,2.57,AO,moderate rain
500,Cobija,-11.0267,-68.7692,79.97,68,97,2.8,BO,overcast clouds
501,Santo Andre,-23.6639,-46.5383,71.17,84,40,17.27,BR,light rain
502,Peniche,39.3558,-9.3811,62.29,94,100,6.38,PT,overcast clouds
503,Bani,18.2833,-70.3333,74.86,75,100,10.94,DO,light rain
504,Kamennogorsk,60.9545,29.1339,43.29,67,73,17.49,RU,broken clouds
505,Riyadh,24.6877,46.7219,66.34,16,64,4.81,SA,broken clouds
506,Ornskoldsvik,63.2909,18.7153,40.15,81,77,13.8,SE,broken clouds
507,Malanje,-9.5402,16.341,63.54,98,72,2.95,AO,light rain
508,Mount Pleasant,32.7941,-79.8626,62.01,96,100,10.36,US,mist
509,Luangwa,-15.6167,30.4167,81.39,51,13,9.62,ZM,few clouds
510,Adrian,41.8975,-84.0372,55.4,58,0,4.61,US,clear sky
511,Rapar,23.5667,70.6333,78.58,55,0,8.72,IN,clear sky
512,Huntsville,34.7304,-86.5861,69.6,64,80,11.01,US,broken clouds
513,Ariquemes,-9.9133,-63.0408,72.95,98,100,3.15,BR,overcast clouds
514,Riberalta,-10.9833,-66.1,86.2,66,75,0.0,BO,broken clouds
515,Khoy,38.5504,44.9535,46.27,65,7,1.77,IR,clear sky
516,Ancud,-41.8697,-73.8203,44.22,67,21,16.58,CL,few clouds
517,Skjervoy,70.0311,20.9714,33.8,62,100,33.13,NO,light snow
518,Mananjary,-21.2167,48.3333,70.63,89,78,5.68,MG,light rain
519,Simplicio Mendes,-7.8539,-41.9103,82.31,43,100,5.19,BR,overcast clouds
520,Banikoara,11.2985,2.4386,75.9,33,0,3.29,BJ,clear sky
521,Mpophomeni,-29.5682,30.1862,58.12,78,50,6.71,ZA,scattered clouds
522,San Pedro,14.35,121.0167,79.32,92,100,8.05,PH,light rain
523,Wajir,1.7471,40.0573,76.62,75,92,15.14,KE,overcast clouds
524,Yabelo,4.8833,38.0833,57.76,87,87,6.69,ET,light rain
525,Sukhobezvodnoye,57.0491,44.8891,43.12,98,100,8.1,RU,overcast clouds
526,Xuddur,4.1213,43.8894,72.84,84,70,9.69,SO,broken clouds
527,Novhorodka,48.3651,32.6578,54.7,65,99,15.23,UA,overcast clouds
528,Rota,36.6224,-6.3586,70.21,73,0,10.36,ES,clear sky
529,Chardara,41.2547,67.9692,55.35,80,100,2.71,KZ,overcast clouds
530,Bekovo,52.4663,43.712,42.62,96,100,17.54,RU,overcast clouds
531,Huntington,38.4193,-82.4452,60.73,68,60,4.74,US,broken clouds
532,Boda,4.3189,17.4695,70.95,94,93,1.66,CF,light rain
533,Lodja,-3.4833,23.4333,68.99,96,100,1.14,CD,light rain
534,Shilovo,54.3204,40.874,49.15,98,100,11.3,RU,light rain
535,Selma,36.5708,-119.6121,74.98,34,0,0.0,US,clear sky
536,Wawa,9.9022,4.4192,76.14,50,3,2.64,NG,clear sky
537,Sabla,12.7525,4.7077,78.39,24,0,9.06,NG,clear sky
538,Tiznit,29.5833,-9.5,74.59,15,83,8.75,MA,broken clouds
539,Chimore,-16.9833,-65.1333,74.19,97,98,2.89,BO,overcast clouds
540,Samfya,-11.3649,29.5565,78.42,31,98,4.81,ZM,overcast clouds
541,Banswara,23.55,74.45,70.07,39,0,3.2,IN,clear sky
542,Odweyne,9.4092,45.064,70.2,37,41,5.86,SO,scattered clouds
543,Koslan,63.4564,48.8989,37.65,97,100,11.74,RU,overcast clouds
544,Bubaque,11.2833,-15.8333,82.65,78,35,8.68,GW,scattered clouds
545,Sao Miguel Do Araguaia,-13.275,-50.1628,72.97,84,100,3.13,BR,overcast clouds
546,Saint Pete Beach,27.7253,-82.7412,81.14,66,0,8.05,US,clear sky
547,Serenje,-13.2325,30.2352,65.21,69,50,7.23,ZM,scattered clouds
548,Luba,3.4568,8.5547,76.89,84,100,2.42,GQ,overcast clouds
549,Kidal,18.4411,1.4078,72.75,20,0,11.14,ML,clear sky
550,Vestmanna,62.1564,-7.1664,45.52,100,75,18.41,FO,broken clouds
551,Vagay,57.9375,69.0217,28.49,83,99,6.29,RU,overcast clouds
552,Bogo,11.0517,124.0055,82.71,79,100,11.86,PH,overcast clouds
553,Cassilandia,-19.1133,-51.7342,73.83,79,95,5.79,BR,overcast clouds
554,Methoni,36.8197,21.7049,66.22,51,0,5.91,GR,clear sky
555,Novyy Buyan,53.6861,50.0469,35.76,89,100,16.44,RU,light rain
556,Graaff-Reinet,-32.2522,24.5308,65.91,75,22,3.13,ZA,few clouds
557,Salinas,36.6777,-121.6555,76.01,56,0,13.8,US,clear sky
558,Mmabatho,-25.85,25.6333,66.16,68,38,16.11,ZA,scattered clouds
559,Jalu,29.0331,21.5482,63.5,57,12,8.05,LY,few clouds
560,Constitucion,-35.3333,-72.4167,55.4,92,63,14.23,CL,broken clouds
561,Yenagoa,4.9247,6.2642,73.51,96,100,3.67,NG,overcast clouds
562,Adrar,20.5022,-10.0711,75.09,12,21,10.8,MR,few clouds
563,Rio Gallegos,-51.6226,-69.2181,46.45,46,40,34.52,AR,scattered clouds
564,Safranbolu,41.2508,32.6942,43.88,78,16,1.79,TR,few clouds
565,Abu Samrah,35.3029,37.1841,64.4,41,0,5.06,SY,clear sky
566,Kaoma,-14.7833,24.8,70.2,46,86,2.51,ZM,overcast clouds
567,Letlhakane,-21.4167,25.5833,67.66,63,10,16.91,BW,clear sky
568,Manicore,-5.8092,-61.3003,74.46,98,100,1.45,BR,overcast clouds
569,Rajapur,25.3833,81.15,67.15,60,0,0.83,IN,clear sky
570,Nizwa,22.9333,57.5333,70.86,63,0,0.74,OM,clear sky
571,Mabaruma,8.2,-59.7833,75.0,95,99,2.62,GY,heavy intensity rain
572,Santiago De Cao,-7.9589,-79.2392,62.73,82,71,8.05,PE,fog
573,Sura Mica,45.8333,24.0667,43.07,93,0,1.14,RO,clear sky
574,Belluno,46.145,12.2214,68.0,65,61,6.76,IT,broken clouds
575,Catamarca,-28.4696,-65.7852,91.06,18,0,8.03,AR,clear sky
576,Sarh,9.1429,18.3923,74.66,44,27,0.65,TD,scattered clouds
577,Bonfim,3.0833,-59.95,80.49,74,100,5.77,BR,overcast clouds
578,Gazanjyk,39.2446,55.5154,50.68,70,9,2.21,TM,clear sky
579,Varnavino,57.4035,45.0916,41.97,98,100,7.74,RU,overcast clouds
580,Bam,29.106,58.357,72.14,26,0,4.99,IR,clear sky
581,Gap,44.6667,6.0,42.84,71,98,4.09,FR,overcast clouds
582,San Juan De Los Morros,9.9115,-67.3538,71.2,93,89,2.26,VE,overcast clouds
583,Conceicao Do Mato Dentro,-19.0372,-43.425,73.33,58,72,1.9,BR,broken clouds
584,Doka,13.5167,35.7667,77.94,35,79,3.02,SD,broken clouds
585,Anloga,5.7947,0.8973,80.02,81,5,4.0,GH,clear sky
586,Njombe,-9.3333,34.7667,52.54,93,44,3.22,TZ,scattered clouds
587,Yar-Sale,66.8333,70.8333,22.41,95,100,13.42,RU,overcast clouds
588,Gori,41.9842,44.1158,43.77,80,50,2.44,GE,scattered clouds
589,Bahia Blanca,-38.7196,-62.2724,54.73,86,99,6.38,AR,overcast clouds
590,Solwezi,-12.1688,26.3894,67.75,64,88,1.28,ZM,overcast clouds
591,Sabzevar,36.2126,57.6819,56.48,62,0,11.5,IR,clear sky
592,Sao Gabriel Da Cachoeira,-0.1303,-67.0892,73.42,99,100,1.77,BR,moderate rain
593,Ocean City,39.2776,-74.5746,52.99,77,7,5.01,US,clear sky
594,Carinhanha,-14.3047,-43.765,84.7,38,68,3.29,BR,broken clouds
595,Nacala,-14.5428,40.6728,71.6,95,2,2.3,MZ,clear sky
596,Pirot,43.1531,22.5861,51.55,74,1,0.56,RS,clear sky
597,Lokoja,7.8024,6.743,75.11,88,54,2.66,NG,broken clouds
598,Moyale,3.5167,39.0584,68.13,74,62,5.57,KE,light rain
599,Skelleftea,64.7507,20.9528,36.0,86,1,9.22,SE,clear sky
600,Santa Marta,11.2408,-74.199,84.25,74,20,9.22,CO,few clouds
601,Mindelo,16.8901,-24.9804,78.35,73,75,18.41,CV,broken clouds
602,Wilmington,34.2257,-77.9447,66.11,81,75,8.05,US,broken clouds
603,Omboue,-1.5746,9.2618,75.69,93,54,4.32,GA,broken clouds
604,Rey Bouba,8.6724,14.1786,74.07,57,35,1.52,CM,scattered clouds
605,Muromtsevo,56.3724,75.2418,27.05,93,100,5.66,RU,overcast clouds
606,Copiapo,-27.3667,-70.3333,55.09,56,0,4.05,CL,clear sky
607,Kuusamo,65.9667,29.1833,30.24,93,100,24.16,FI,overcast clouds
608,Madimba,-10.4,40.3333,72.73,90,28,5.19,TZ,scattered clouds
609,Bereda,43.2686,-7.5406,55.42,100,100,4.23,ES,overcast clouds
610,Ankazoabo,-22.2833,44.5167,71.4,61,8,6.96,MG,clear sky
611,Shieli,44.1667,66.75,48.65,78,100,11.14,KZ,light rain
612,Sabha,27.0377,14.4283,65.77,47,32,7.2,LY,scattered clouds
613,Kilis,36.7161,37.115,46.63,24,0,6.93,TR,clear sky
614,Savonlinna,61.8699,28.88,39.25,93,75,19.57,FI,light intensity shower rain
615,Qaqortoq,60.7167,-46.0333,19.96,77,25,7.7,GL,scattered clouds
616,Road Town,18.4167,-64.6167,82.49,100,40,6.91,VG,scattered clouds
617,Weligama,5.9667,80.4167,75.56,89,100,3.58,LK,overcast clouds
618,Nurota,40.5614,65.6886,50.94,92,100,8.63,UZ,overcast clouds
619,Mitzic,0.7821,11.549,67.77,99,95,1.19,GA,overcast clouds
620,Sicuani,-14.2694,-71.2261,56.48,43,76,7.52,PE,broken clouds
621,Bogande,12.9714,-0.1436,77.43,19,0,7.38,BF,clear sky
622,Dossor,47.5272,52.9811,37.94,77,61,6.98,KZ,broken clouds
623,Felipe Carrillo Puerto,19.5833,-88.05,76.77,83,74,3.96,MX,broken clouds
624,Vila Do Maio,15.1333,-23.2167,79.59,72,100,13.4,CV,overcast clouds
625,Jimma,7.6667,36.8333,55.18,85,53,0.58,ET,broken clouds
626,Port Blair,11.6667,92.75,80.58,82,24,11.3,IN,very heavy rain
627,Coxim,-18.5067,-54.76,75.25,87,55,4.18,BR,broken clouds
628,Sept-Iles,50.2001,-66.3821,51.8,65,75,11.5,CA,broken clouds
629,Lisala,2.15,21.5167,68.4,99,99,1.43,CD,overcast clouds
630,Port Hawkesbury,45.6169,-61.3485,50.97,59,0,10.36,CA,clear sky
631,Kiruna,67.8557,20.2251,25.72,63,30,17.27,SE,scattered clouds
632,Alghero,40.5589,8.3181,55.49,100,1,1.14,IT,fog
633,Verkhnyaya Sysert,56.4372,60.75,31.91,71,95,3.8,RU,overcast clouds
634,Chapais,49.7834,-74.8492,49.78,66,100,11.56,CA,overcast clouds
635,Manica,49.0,-1.1667,58.8,72,99,6.89,FR,overcast clouds
636,Port-Gentil,-0.7193,8.7815,76.96,100,20,0.0,GA,few clouds
637,Bom Jesus,-9.0744,-44.3586,82.54,47,76,3.94,BR,broken clouds
638,Linhares,-19.3911,-40.0722,75.2,83,16,8.95,BR,few clouds
639,Benghazi,32.1167,20.0667,69.28,63,30,14.56,LY,scattered clouds
640,Miraflores,19.2167,-98.8083,72.03,82,89,6.35,MX,light rain
641,Porbandar,21.6422,69.6093,79.03,56,0,3.0,IN,clear sky
642,Amparafaravola,-17.5833,48.2167,63.91,91,100,4.09,MG,light rain
643,Manyana,-23.4,21.7167,75.15,44,88,17.85,BW,overcast clouds
644,Pointe-Noire,-4.7761,11.8635,77.2,89,26,4.9,CG,light rain
645,Mahdalynivka,48.921,34.9156,54.79,70,100,16.13,UA,overcast clouds
646,Gwanda,-20.9333,29.0,63.5,77,5,10.89,ZW,clear sky
647,Prado,-17.3411,-39.2208,76.37,85,2,14.74,BR,clear sky
648,Santarem,-2.4431,-54.7083,80.73,89,0,2.3,BR,clear sky
649,Tarko-Sale,64.9225,77.785,19.29,93,100,10.87,RU,overcast clouds
650,Batie,9.8833,-2.9167,75.54,36,0,3.2,BF,clear sky
651,Vangaindrano,-23.35,47.6,68.77,91,100,2.42,MG,overcast clouds
652,Pinega,64.7001,43.3936,43.77,89,100,15.86,RU,light rain
653,Placido De Castro,-10.3353,-67.1856,82.44,60,96,4.56,BR,overcast clouds
654,Jega,12.2175,4.3792,77.88,26,0,8.66,NG,clear sky
655,Voyskovitsy,59.5287,29.964,43.63,75,54,17.74,RU,broken clouds
656,Tandil,-37.3217,-59.1332,56.68,62,2,3.67,AR,clear sky
657,Arrifes,37.7667,-25.7,62.85,63,20,11.5,PT,few clouds
658,Camacupa,-12.0167,17.4833,59.94,93,98,5.03,AO,overcast clouds
659,Sinnamary,5.3833,-52.95,78.15,90,100,7.92,GF,overcast clouds
660,South Venice,27.0531,-82.4243,80.98,73,100,5.01,US,overcast clouds
661,Caceres,39.522,-6.3748,60.62,87,100,1.7,ES,overcast clouds
662,San Jose,37.3394,-121.895,75.69,42,75,14.97,US,broken clouds
663,Vostochnyy,55.8167,37.8667,50.38,93,100,11.16,RU,overcast clouds
664,Trelew,-43.249,-65.3051,48.7,48,90,11.54,AR,overcast clouds
665,Joshimath,30.5667,79.5667,50.07,23,0,8.66,IN,clear sky
666,Synya,65.3718,58.0387,32.77,95,100,12.48,RU,overcast clouds
667,Balykshi,47.0667,51.8667,33.8,93,40,2.24,KZ,mist
668,Calama,-22.4667,-68.9333,64.89,8,0,19.57,CL,clear sky
669,Tres Arroyos,-38.3739,-60.2798,51.96,88,79,7.0,AR,broken clouds
670,At-Bashi,41.1702,75.8106,36.46,68,99,3.13,KG,overcast clouds
671,Portovelo,-3.7167,-79.6167,69.87,84,81,2.13,EC,broken clouds
672,Onverwacht,5.5833,-55.1833,78.66,89,75,5.75,SR,light rain
673,Wattegama,6.7989,81.4808,72.64,86,99,2.51,LK,overcast clouds
674,Aswan,24.0934,32.907,72.7,40,0,5.75,EG,clear sky
675,Ndele,8.4109,20.6473,74.16,58,100,2.39,CF,overcast clouds
676,Gorom-Gorom,14.4439,-0.2361,79.61,13,0,9.06,BF,clear sky
677,Altamira,-3.2033,-52.2064,82.02,53,99,2.19,BR,overcast clouds
678,Alabaster,33.2443,-86.8164,71.65,69,40,8.05,US,scattered clouds
679,Turukhansk,65.8167,87.9833,20.26,95,100,12.73,RU,light snow
680,Plettenberg Bay,-34.0527,23.3716,62.04,89,100,10.29,ZA,overcast clouds
681,Sereflikochisar,38.9393,33.5386,47.98,59,0,5.28,TR,clear sky
682,Khazar,41.9974,48.3332,53.08,80,93,5.26,RU,overcast clouds
683,Kwale,5.7063,6.4374,73.6,97,96,2.91,NG,overcast clouds
684,Cururupu,-1.8283,-44.8683,77.81,85,99,6.49,BR,overcast clouds
685,Garbolovo,60.3413,30.4955,41.99,72,64,16.58,RU,broken clouds
686,Zabol,32.25,67.25,53.4,25,6,4.21,AF,clear sky
687,Sokoto,13.0609,5.239,77.74,23,0,8.75,NG,clear sky
688,Conceicao Do Araguaia,-8.2578,-49.2647,78.28,79,100,7.11,BR,overcast clouds
689,Loukhi,66.0764,33.0381,34.7,96,100,20.2,RU,snow
690,Gat,31.61,34.7642,72.39,100,0,4.0,IL,clear sky
691,Easley,34.8298,-82.6015,61.03,79,100,1.99,US,overcast clouds
692,Pangoa,-12.1167,-73.0,69.84,99,61,1.41,PE,broken clouds
693,Paita,-5.0892,-81.1144,63.37,84,45,10.6,PE,scattered clouds
694,Pimenta Bueno,-11.6725,-61.1936,73.22,97,84,4.18,BR,broken clouds
695,Hualmay,-11.0964,-77.6139,62.51,80,92,8.79,PE,overcast clouds
696,Riachao,-7.3619,-46.6172,85.78,39,85,2.44,BR,overcast clouds
697,Correntina,-13.3433,-44.6367,76.21,66,90,3.96,BR,light rain
